4299513737 57615 0 55961337
4299513788 0 0 0
4299513839 0 0 0
4299513890 0 0 0
4299513941 0 0 0
4299513992 0 0 0
4299514043 0 0 0
4299514094 0 0 0
4299514145 0 0 0
4299514196 0 0 0
4299514247 0 0 0
4299514298 0 0 0
4299514349 0 0 0
4299514400 0 0 0
4299514451 0 0 0
4299514502 0 0 0
4299514553 0 0 0
4299514604 0 0 0
4299514655 0 0 0
4299514706 5695 0 9000000
4299514757 19887 0 32000000
4299514808 21366 0 21000000
4299514859 0 0 0
4299514910 0 0 0
4299514961 0 0 0
4299515012 0 0 0
4299515063 0 0 0
4299515114 0 0 0
4299515165 0 0 0
4299515216 0 0 0
4299515267 0 0 0
4299515318 0 0 0
4299515369 0 0 0
4299515420 0 0 0
4299515471 0 0 0
4299515522 0 0 0
4299515573 0 0 0
4299515624 0 0 0
4299515675 0 0 0
4299515726 9073 0 11000000
4299515777 0 0 0
4299515828 30879 0 29000000
4299515879 0 0 0
4299515930 0 0 0
4299515981 0 0 0
4299516032 0 0 0
4299516083 0 0 0
4299516134 0 0 0
4299516185 0 0 0
4299516236 0 0 0
4299516287 0 0 0
4299516338 0 0 0
4299516389 0 0 0
4299516440 0 0 0
4299516491 0 0 0
4299516542 0 0 0
4299516593 0 0 0
4299516644 0 0 0
4299516695 0 0 0
4299516746 8735 0 11000000
4299516797 0 0 0
4299516848 25489 0 27000000
4299516899 0 0 0
4299516950 0 0 0
4299517001 0 0 0
4299517052 0 0 0
4299517103 0 0 0
4299517154 0 0 0
4299517205 0 0 0
4299517256 0 0 0
4299517307 0 0 0
4299517358 0 0 0
4299517409 0 0 0
4299517460 0 0 0
4299517511 0 0 0
4299517562 0 0 0
4299517613 0 0 0
4299517664 0 0 0
4299517715 0 0 0
4299517766 8442 0 16000000
4299517817 0 0 0
4299517868 9336 0 34000000
4299517919 11958 0 20000000
4299517970 0 0 0
4299518021 0 0 0
4299518072 0 0 0
4299518123 0 0 0
4299518174 0 0 0
4299518225 0 0 0
4299518276 0 0 0
4299518327 0 0 0
4299518378 0 0 0
4299518429 0 0 0
4299518480 0 0 0
4299518531 0 0 0
4299518582 0 0 0
4299518633 0 0 0
4299518684 0 0 0
4299518735 0 0 0
4299518786 8092 0 10000000
4299518837 0 0 0
4299518888 0 0 0
4299518939 16993 0 51000000
4299518990 581 0 0
4299519041 0 0 0
4299519092 0 0 0
4299519143 0 0 0
4299519194 0 0 0
4299519245 0 0 0
4299519296 0 0 0
4299519347 0 0 0
4299519398 0 0 0
4299519449 0 0 0
4299519500 0 0 0
4299519551 0 0 0
4299519602 0 0 0
4299519653 0 0 0
4299519704 0 0 0
4299519755 0 0 0
4299519806 7767 0 10000000
4299519857 0 0 0
4299519908 0 0 0
4299519959 14260 0 19000000
4299520010 132 0 0
4299520061 0 0 0
4299520112 0 0 0
4299520163 0 0 0
4299520214 0 0 0
4299520265 0 0 0
4299520316 0 0 0
4299520367 0 0 0
4299520418 0 0 0
4299520469 0 0 0
4299520520 0 0 0
4299520571 0 0 0
4299520622 0 0 0
4299520673 0 0 0
4299520724 0 0 0
4299520775 479 0 3000000
4299520826 6993 0 26000000
4299520877 0 0 0
4299520928 0 0 0
4299520979 4927 0 20000000
4299521030 7006 0 20000000
4299521081 0 0 0
4299521132 0 0 0
4299521183 0 0 0
4299521234 0 0 0
4299521285 0 0 0
4299521336 0 0 0
4299521387 0 0 0
4299521438 0 0 0
4299521489 0 0 0
4299521540 0 0 0
4299521591 0 0 0
4299521642 0 0 0
4299521693 0 0 0
4299521744 0 0 0
4299521795 0 0 0
4299521846 7169 0 10000000
4299521897 0 0 0
4299521948 0 0 0
4299521999 0 0 0
4299522050 9944 0 15000000
4299522101 0 0 0
4299522152 0 0 0
4299522203 0 0 0
4299522254 0 0 0
4299522305 0 0 0
4299522356 0 0 0
4299522407 0 0 0
4299522458 0 0 0
4299522509 0 0 0
4299522560 0 0 0
4299522611 0 0 0
4299522662 0 0 0
4299522713 0 0 0
4299522764 0 0 0
4299522815 609 0 3000000
4299522866 6421 0 23000000
4299522917 0 0 0
4299522968 0 0 0
4299523019 868 0 5000000
4299523070 7244 0 31000000
4299523121 0 0 0
4299523172 0 0 0
4299523223 0 0 0
4299523274 0 0 0
4299523325 0 0 0
4299523376 0 0 0
4299523427 0 0 0
4299523478 0 0 0
4299523529 0 0 0
4299523580 0 0 0
4299523631 0 0 0
4299523682 0 0 0
4299523733 0 0 0
4299523784 0 0 0
4299523835 0 0 0
4299523886 6593 0 10000000
4299523937 0 0 0
4299523988 0 0 0
4299524039 0 0 0
4299524090 6686 0 13000000
4299524141 0 0 0
4299524192 0 0 0
4299524243 0 0 0
4299524294 0 0 0
4299524345 0 0 0
4299524396 0 0 0
4299524447 0 0 0
4299524498 0 0 0
4299524549 0 0 0
4299524600 0 0 0
4299524651 0 0 0
4299524702 0 0 0
4299524753 0 0 0
4299524804 0 0 0
4299524855 2091 0 7000000
4299524906 4356 0 5000000
4299524957 0 0 0
4299525008 0 0 0
4299525059 0 0 0
4299525110 5524 0 11000000
4299525161 0 0 0
4299525212 0 0 0
4299525263 0 0 0
4299525314 0 0 0
4299525365 0 0 0
4299525416 0 0 0
4299525467 0 0 0
4299525518 0 0 0
4299525569 0 0 0
4299525620 0 0 0
4299525671 0 0 0
4299525722 0 0 0
4299525773 0 0 0
4299525824 0 0 0
4299525875 4193 0 15000000
4299525926 1973 0 4000000
4299525977 0 0 0
4299526028 0 0 0
4299526079 721 0 5000000
4299526130 3912 0 6000000
4299526181 0 0 0
4299526232 0 0 0
4299526283 0 0 0
4299526334 0 0 0
4299526385 0 0 0
4299526436 0 0 0
4299526487 0 0 0
4299526538 0 0 0
4299526589 0 0 0
4299526640 0 0 0
4299526691 0 0 0
4299526742 0 0 0
4299526793 0 0 0
4299526844 0 0 0
4299526895 6008 0 9000000
4299526946 0 0 0
4299526997 0 0 0
4299527048 0 0 0
4299527099 3823 0 10000000
4299527150 0 0 0
4299527201 0 0 0
4299527252 0 0 0
4299527303 0 0 0
4299527354 0 0 0
4299527405 0 0 0
4299527456 0 0 0
4299527507 0 0 0
4299527558 0 0 0
4299527609 0 0 0
4299527660 0 0 0
4299527711 0 0 0
4299527762 0 0 0
4299527813 0 0 0
4299527864 0 0 0
4299527915 5665 0 9000000
4299527966 0 0 0
4299528017 0 0 0
4299528068 0 0 0
4299528119 3058 0 11000000
4299528170 0 0 0
4299528221 0 0 0
4299528272 0 0 0
4299528323 0 0 0
4299528374 0 0 0
4299528425 0 0 0
4299528476 0 0 0
4299528527 0 0 0
4299528578 0 0 0
4299528629 0 0 0
4299528680 0 0 0
4299528731 0 0 0
4299528782 0 0 0
4299528833 0 0 0
4299528884 0 0 0
4299528935 5540 0 9000000
4299528986 0 0 0
4299529037 0 0 0
4299529088 0 0 0
4299529139 2588 0 6000000
4299529190 0 0 0
4299529241 0 0 0
4299529292 0 0 0
4299529343 0 0 0
4299529394 0 0 0
4299529445 0 0 0
4299529496 0 0 0
4299529547 0 0 0
4299529598 0 0 0
4299529649 0 0 0
4299529700 0 0 0
4299529751 0 0 0
4299529802 0 0 0
4299529853 0 0 0
4299529904 0 0 0
4299529955 5248 0 6000000
4299530006 0 0 0
4299530057 0 0 0
4299530108 0 0 0
4299530159 2097 0 16000000
4299530210 0 0 0
4299530261 0 0 0
4299530312 0 0 0
4299530363 0 0 0
4299530414 0 0 0
4299530465 0 0 0
4299530516 0 0 0
4299530567 0 0 0
4299530618 0 0 0
4299530669 0 0 0
4299530720 0 0 0
4299530771 0 0 0
4299530822 0 0 0
4299530873 0 0 0
4299530924 5172 0 6000000
4299530975 0 0 0
4299531026 0 0 0
4299531077 0 0 0
4299531128 0 0 0
4299531179 1714 0 14962601
4299531230 0 0 0
4299531281 0 0 0
4299531332 0 0 0
4299531383 0 0 0
4299531434 0 0 0
4299531485 0 0 0
4299531536 0 0 0
4299531587 0 0 0
4299531638 0 0 0
4299531689 0 0 0
4299531740 0 0 0
4299531791 0 0 0
4299531842 0 0 0
4299531893 0 0 0
4299531944 4833 0 19000000
4299531995 0 0 0
4299532046 0 0 0
4299532097 0 0 0
4299532148 278 0 4000000
4299532199 1160 0 11000000
4299532250 0 0 0
4299532301 0 0 0
4299532352 0 0 0
4299532403 0 0 0
4299532454 0 0 0
4299532505 0 0 0
4299532556 0 0 0
4299532607 0 0 0
4299532658 0 0 0
4299532709 0 0 0
4299532760 0 0 0
4299532811 0 0 0
4299532862 0 0 0
4299532913 0 0 0
4299532964 4696 0 18000000
4299533015 0 0 0
4299533066 0 0 0
4299533117 0 0 0
4299533168 730 0 9000000
4299533219 421 0 5000000
4299533270 0 0 0
4299533321 0 0 0
4299533372 0 0 0
4299533423 0 0 0
4299533474 0 0 0
4299533525 0 0 0
4299533576 0 0 0
4299533627 0 0 0
4299533678 0 0 0
4299533729 0 0 0
4299533780 0 0 0
4299533831 0 0 0
4299533882 0 0 0
4299533933 0 0 0
4299533984 0 0 28000000
4299534035 0 0 0
4299534086 0 0 0
4299534137 0 0 0
4299534188 0 0 15000000
read 402 profiled data
